Year,AR6_R10,AnnualMtCO2,MWh/yr,MW
2045,R10REF_ECON,37.8,37102471.92,7991.4
2045,R10REST_ASIA,336.2,357359101.68,76970.6
2046,R10AFRICA,63.7,70026423.84,15082.8
2046,R10CHINA+,3907.4,4163961107.7599998,896864.2
2046,R10EUROPE,101.4,111711153.648,24061.16
2046,R10INDIA+,837.1,888402101.4,191350.5
2046,R10LATIN_AM,17.9,17772638.4,3828.0
2046,R10MIDDLE_EAST,0.4,278568.0,60.0
2046,R10NORTH_AM,93.3,97906902.12,21087.9
2046,R10PAC_OECD,67.0,73464556.52399999,15823.33
2046,R10REF_ECON,35.699999999999996,35245351.92,7591.4
2046,R10REST_ASIA,329.1,349002061.68,75170.6
2047,R10AFRICA,63.7,70026423.84,15082.8
2047,R10CHINA+,3547.5000000000005,3806688362.16,819912.2
2047,R10EUROPE,97.4,108229053.648,23311.16
2047,R10INDIA+,824.4,876618675.0,188812.5
2047,R10LATIN_AM,17.9,17772638.4,3828.0
2047,R10MIDDLE_EAST,0.4,278568.0,60.0
2047,R10NORTH_AM,90.6,95242863.48,20514.1
2047,R10PAC_OECD,62.7,69634246.52399999,14998.33
2047,R10REF_ECON,35.1,34688215.92,7471.4
2047,R10REST_ASIA,313.09999999999997,332594406.48,71636.6
2048,R10AFRICA,60.5,66938961.839999996,14417.8
2048,R10CHINA+,3176.8,3433151888.16,739457.2
2048,R10EUROPE,96.8,107716024.248,23200.66
2048,R10INDIA+,798.1,852160404.6,183544.5
2048,R10LATIN_AM,17.9,17772638.4,3828.0
2048,R10MIDDLE_EAST,0.4,278568.0,60.0
2048,R10NORTH_AM,84.0,88215985.68,19000.6
2048,R10PAC_OECD,55.7,62414692.524,13443.33
2048,R10REF_ECON,34.5,34131079.92,7351.4
2048,R10REST_ASIA,298.2,315378904.08,67928.6
2049,R10AFRICA,57.300000000000004,63851499.839999996,13752.8
2049,R10CHINA+,2897.1000000000004,3152345594.2799997,678975.1
2049,R10EUROPE,96.8,107716024.248,23200.66
2049,R10INDIA+,771.1,827479279.8,178228.5
2049,R10LATIN_AM,17.9,17772638.4,3828.0
2049,R10MIDDLE_EAST,0.4,278568.0,60.0
2049,R10NORTH_AM,78.0,81985348.08,17658.6
2049,R10PAC_OECD,53.5,60539001.324,13039.33
2049,R10REF_ECON,34.199999999999996,33898939.92,7301.4
2049,R10REST_ASIA,275.5,289079299.2,62264.0
2050,R10AFRICA,54.1,60764037.839999996,13087.8
2050,R10CHINA+,2620.6,2872393575.6,618677.0
2050,R10EUROPE,89.3,99818621.448,21499.66
2050,R10INDIA+,742.6,801430850.4,172618.0
2050,R10LATIN_AM,17.9,17772638.4,3828.0
2050,R10MIDDLE_EAST,0.4,278568.0,60.0
2050,R10NORTH_AM,68.8,72998744.4,15723.0
2050,R10PAC_OECD,48.5,55589776.524000004,11973.33
2050,R10REF_ECON,32.1,31972177.92,6886.4
2050,R10REST_ASIA,271.8,285717912.0,61540.0
2051,R10AFRICA,50.6,57439793.04,12371.8
2051,R10CHINA+,2330.7,2579261112.0,555540.0
2051,R10EUROPE,82.8,92970491.448,20024.66
2051,R10INDIA+,683.9,744728334.0,160405.0
2051,R10LATIN_AM,15.6,15664807.200000001,3374.0
2051,R10NORTH_AM,39.300000000000004,42803830.32,9219.4
2051,R10PAC_OECD,44.1,50900548.524000004,10963.33
2051,R10REF_ECON,32.1,31972177.92,6886.4
2051,R10REST_ASIA,265.0,279617272.8,60226.0
2052,R10AFRICA,46.900000000000006,53976264.239999995,11625.8
2052,R10CHINA+,2046.4,2290729663.2,493394.0
2052,R10EUROPE,76.7,87074135.448,18754.66
2052,R10INDIA+,611.5,673066716.0,144970.0
2052,R10LATIN_AM,15.6,15664807.200000001,3374.0
2052,R10NORTH_AM,20.200000000000003,23053823.4,4965.5
2052,R10PAC_OECD,44.1,50900548.524000004,10963.33
2052,R10REF_ECON,31.5,31515326.400000002,6788.0
2052,R10REST_ASIA,242.1,257517544.8,55466.0
2053,R10AFRICA,43.4,50652019.44,10909.8
2053,R10CHINA+,1813.2,2056008266.3999999,442838.0
2053,R10EUROPE,72.3,82686689.448,17809.66
2053,R10INDIA+,528.3000000000001,588558470.4,126768.0
2053,R10LATIN_AM,13.8,13993399.200000001,3014.0
2053,R10NORTH_AM,7.0,8925783.0,1922.5
2053,R10PAC_OECD,43.5,50371269.324,10849.33
2053,R10REF_ECON,28.1,28669290.0,6175.0
2053,R10REST_ASIA,210.70000000000002,223253680.8,48086.0
2054,R10AFRICA,43.4,50652019.44,10909.8
2054,R10CHINA+,1600.2,1820376880.8,392086.0
2054,R10EUROPE,65.0,74153223.04800001,15971.66
2054,R10INDIA+,448.7,503093808.0,108360.0
2054,R10LATIN_AM,9.0,8955961.200000001,1929.0
2054,R10NORTH_AM,0.1,510708.0,110.0
2054,R10PAC_OECD,37.4,42942789.324,9249.33
2054,R10REF_ECON,27.0,27694302.0,5965.0
2054,R10REST_ASIA,198.4,210095985.6,45252.0
2055,R10AFRICA,40.2,47402059.44,10209.8
2055,R10CHINA+,1416.8999999999999,1617746517.6000001,348442.0
2055,R10EUROPE,54.5,61888524.0,13330.0
2055,R10INDIA+,360.1000000000001,403742530.79999995,86961.0
2055,R10LATIN_AM,9.0,8955961.200000001,1929.0
2055,R10PAC_OECD,37.4,42942789.324,9249.33
2055,R10REF_ECON,20.2,20702245.200000003,4459.0
2055,R10REST_ASIA,189.0,200824314.0,43255.0
2056,R10AFRICA,40.1,47262775.44,10179.8
2056,R10CHINA+,1126.4,1290517330.8000002,277961.0
2056,R10EUROPE,42.3,48252620.4,10393.0
2056,R10INDIA+,273.4,307404430.8,66211.0
2056,R10LATIN_AM,7.8,7869546.0,1695.0
2056,R10PAC_OECD,37.0,42600011.4,9175.5
2056,R10REF_ECON,14.299999999999999,14490178.8,3121.0
2056,R10REST_ASIA,170.8,181993117.2,39199.0
2057,R10AFRICA,38.7,45869935.44,9879.8
2057,R10CHINA+,923.9,1062114784.8,228766.0
2057,R10EUROPE,33.0,38270600.4,8243.0
2057,R10INDIA+,195.5,219655510.8,47311.0
2057,R10LATIN_AM,7.0,7080270.0,1525.0
2057,R10PAC_OECD,36.7,42281979.6,9107.0
2057,R10REF_ECON,5.0,4884225.6,1052.0
2057,R10REST_ASIA,149.6,159763390.79999998,34411.0
2058,R10AFRICA,37.2,44244955.44,9529.8
2058,R10CHINA+,753.5,867799676.4,186913.0
2058,R10EUROPE,27.700000000000003,31896036.0,6870.0
2058,R10INDIA+,147.7,167442582.0,36065.0
2058,R10LATIN_AM,7.0,7080270.0,1525.0
2058,R10PAC_OECD,34.3,39960579.6,8607.0
2058,R10REF_ECON,3.5999999999999996,3491385.6,752.0
2058,R10REST_ASIA,121.5,129645547.2,27924.0
2059,R10AFRICA,31.8,37810034.64,8143.799999999999
2059,R10CHINA+,604.3,698332833.6,150412.0
2059,R10EUROPE,26.200000000000003,30363912.0,6540.0
2059,R10INDIA+,113.3,128141280.0,27600.0
2059,R10LATIN_AM,5.5,5650287.6,1217.0
2059,R10PAC_OECD,31.4,37286326.8,8031.0
2059,R10REF_ECON,3.3,3208174.8,691.0
2059,R10REST_ASIA,110.2,117922477.2,25399.0
2060,R10AFRICA,31.8,37810034.64,8143.799999999999
2060,R10CHINA+,401.8,465932836.79999995,100356.0
2060,R10EUROPE,16.6,19453332.0,4190.0
2060,R10INDIA+,70.7,79786518.0,17185.0
2060,R10LATIN_AM,2.3,2302828.8,496.0
2060,R10PAC_OECD,26.5,31603539.6,6807.0
2060,R10REF_ECON,2.1,2047474.8,441.0
2060,R10REST_ASIA,61.2,65022414.0,14005.0
2061,R10AFRICA,31.8,37810034.64,8143.799999999999
2061,R10CHINA+,231.7,269523825.6,58052.0
2061,R10EUROPE,6.2,7057056.0,1520.0
2061,R10INDIA+,57.1,64372422.0,13865.0
2061,R10LATIN_AM,0.6,557136.0,120.0
2061,R10PAC_OECD,18.8,22517580.0,4850.0
2061,R10REF_ECON,0.6,557136.0,120.0
2061,R10REST_ASIA,39.7,42416620.8,9136.0
2062,R10AFRICA,31.2,37229684.64,8018.799999999999
2062,R10CHINA+,117.1,136428678.0,29385.0
2062,R10EUROPE,5.5,6383850.0,1375.0
2062,R10INDIA+,29.700000000000003,33149592.0,7140.0
2062,R10LATIN_AM,0.6,557136.0,120.0
2062,R10PAC_OECD,12.0,14021256.0,3020.0
2062,R10REST_ASIA,29.0,31970320.8,6886.0
2063,R10AFRICA,27.9,33283304.64,7168.799999999999
2064,R10AFRICA,27.9,33283304.64,7168.799999999999
2065,R10AFRICA,27.9,33283304.64,7168.799999999999
2066,R10AFRICA,27.9,33283304.64,7168.799999999999
2067,R10AFRICA,24.8,29593207.2,6374.0
2068,R10AFRICA,24.8,29593207.2,6374.0
2069,R10AFRICA,18.6,22213012.32,4784.4
2070,R10AFRICA,15.5,18522914.88,3989.6
2071,R10AFRICA,9.3,11118577.44,2394.8
2072,R10AFRICA,6.2,7404337.439999999,1594.8
