Model,Scenario,Category,Region,Year,EJ/yr
REMIND 2.1,LeastTotalCost_NDC_brkLR15_SSP2_P50,C5,R10REF_ECON,2076,9.80106
REMIND 2.1,LeastTotalCost_NDC_brkLR15_SSP2_P50,C5,R10REST_ASIA,2076,44.45062
REMIND 2.1,LeastTotalCost_NDC_brkLR15_SSP2_P50,C5,R10ROWO,2076,11.1554
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-NDC,C5,R10AFRICA,2080,45.9094
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-NDC,C5,R10CHINA+,2080,37.4265
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-NDC,C5,R10EUROPE,2080,17.8457
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-NDC,C5,R10INDIA+,2080,51.251
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-NDC,C5,R10LATIN_AM,2080,20.5157
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-NDC,C5,R10MIDDLE_EAST,2080,22.3462
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-NDC,C5,R10NORTH_AM,2080,23.7525
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-NDC,C5,R10PAC_OECD,2080,3.2988
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-NDC,C5,R10REF_ECON,2080,7.3429
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-NDC,C5,R10REST_ASIA,2080,38.2481
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-NDC,C5,R10ROWO,2080,8.095600000000001
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NDC,C5,R10AFRICA,2080,61.5218
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NDC,C5,R10CHINA+,2080,58.4893
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NDC,C5,R10EUROPE,2080,28.1132
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NDC,C5,R10INDIA+,2080,72.4858
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NDC,C5,R10LATIN_AM,2080,37.8344
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NDC,C5,R10MIDDLE_EAST,2080,35.2928
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NDC,C5,R10NORTH_AM,2080,33.6129
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NDC,C5,R10PAC_OECD,2080,4.2348
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NDC,C5,R10REF_ECON,2080,13.4339
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NDC,C5,R10REST_ASIA,2080,59.8731
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NDC,C5,R10ROWO,2080,12.7939
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV_NDCp,C5,R10CHINA+,2076,54.4481
REMIND-MAgPIE 2.1-4.2,NGFS2_Nationally Determined Contributions (NDCs),C5,R10ROWO,2080,10.5894
REMIND-MAgPIE 2.1-4.2,NGFS2_Nationally Determined Contributions (NDCs),C5,R10REST_ASIA,2080,41.1193
REMIND-MAgPIE 2.1-4.2,NGFS2_Nationally Determined Contributions (NDCs),C5,R10REF_ECON,2080,9.3381
REMIND-MAgPIE 2.1-4.2,NGFS2_Nationally Determined Contributions (NDCs),C5,R10PAC_OECD,2080,3.6037
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV_NDCp,C5,R10MIDDLE_EAST,2080,30.127
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV_NDCp,C5,R10NORTH_AM,2080,31.8414
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV_NDCp,C5,R10PAC_OECD,2080,4.2098
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV_NDCp,C5,R10REF_ECON,2080,11.3276
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV_NDCp,C5,R10REST_ASIA,2080,55.7054
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV_NDCp,C5,R10ROWO,2080,12.0565
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_NDCp,C5,R10AFRICA,2080,61.9125
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_NDCp,C5,R10CHINA+,2080,58.7383
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_NDCp,C5,R10EUROPE,2080,29.4901
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_NDCp,C5,R10INDIA+,2080,72.7137
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_NDCp,C5,R10LATIN_AM,2080,38.0555
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV_NDCp,C5,R10AFRICA,2076,46.294979999999995
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_NDCp,C5,R10MIDDLE_EAST,2080,35.4373
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_NDCp,C5,R10PAC_OECD,2080,4.2545
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_NDCp,C5,R10REF_ECON,2080,13.4194
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_NDCp,C5,R10REST_ASIA,2080,60.5791
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_NDCp,C5,R10ROWO,2080,12.9025
REMIND-MAgPIE 2.1-4.2,NGFS2_Nationally Determined Contributions (NDCs),C5,R10AFRICA,2080,37.1726
REMIND-MAgPIE 2.1-4.2,NGFS2_Nationally Determined Contributions (NDCs),C5,R10CHINA+,2080,38.9226
REMIND-MAgPIE 2.1-4.2,NGFS2_Nationally Determined Contributions (NDCs),C5,R10EUROPE,2080,23.0438
REMIND-MAgPIE 2.1-4.2,NGFS2_Nationally Determined Contributions (NDCs),C5,R10INDIA+,2080,48.8952
REMIND-MAgPIE 2.1-4.2,NGFS2_Nationally Determined Contributions (NDCs),C5,R10LATIN_AM,2080,21.1107
REMIND-MAgPIE 2.1-4.2,NGFS2_Nationally Determined Contributions (NDCs),C5,R10MIDDLE_EAST,2080,25.1921
REMIND-MAgPIE 2.1-4.2,NGFS2_Nationally Determined Contributions (NDCs),C5,R10NORTH_AM,2080,26.049
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_NDCp,C5,R10NORTH_AM,2080,33.4084
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV,C5,R10ROWO,2076,11.79176
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV,C5,R10REST_ASIA,2076,52.02296
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV,C5,R10REF_ECON,2076,10.74732
REMIND 2.1,R2p1_SSP2-NDC,C5,R10CHINA+,2076,57.99462
REMIND 2.1,R2p1_SSP2-NDC,C5,R10AFRICA,2076,54.890299999999996
REMIND 2.1,R2p1_SSP1-NDC,C5,R10ROWO,2076,8.1039
REMIND 2.1,R2p1_SSP1-NDC,C5,R10REST_ASIA,2076,38.37626
REMIND 2.1,R2p1_SSP1-NDC,C5,R10REF_ECON,2076,7.36004
REMIND 2.1,R2p1_SSP1-NDC,C5,R10PAC_OECD,2076,3.1400799999999998
REMIND 2.1,R2p1_SSP1-NDC,C5,R10NORTH_AM,2076,23.5897
REMIND 2.1,R2p1_SSP1-NDC,C5,R10MIDDLE_EAST,2076,21.52864
REMIND 2.1,R2p1_SSP1-NDC,C5,R10LATIN_AM,2076,21.20056
REMIND 2.1,R2p1_SSP1-NDC,C5,R10INDIA+,2076,49.75244
REMIND 2.1,R2p1_SSP1-NDC,C5,R10EUROPE,2076,17.429360000000003
REMIND 2.1,R2p1_SSP2-NDC,C5,R10EUROPE,2076,26.83278
REMIND 2.1,R2p1_SSP1-NDC,C5,R10CHINA+,2076,37.39044
REMIND 2.1,LeastTotalCost_NDC_brkSR15_SSP2_P50,C5,R10ROWO,2076,12.63734
REMIND 2.1,LeastTotalCost_NDC_brkSR15_SSP2_P50,C5,R10REST_ASIA,2076,41.7116
REMIND 2.1,LeastTotalCost_NDC_brkSR15_SSP2_P50,C5,R10REF_ECON,2076,13.1119
REMIND 2.1,LeastTotalCost_NDC_brkSR15_SSP2_P50,C5,R10PAC_OECD,2076,3.8740200000000002
REMIND 2.1,LeastTotalCost_NDC_brkSR15_SSP2_P50,C5,R10NORTH_AM,2076,31.7689
REMIND 2.1,LeastTotalCost_NDC_brkSR15_SSP2_P50,C5,R10MIDDLE_EAST,2076,25.01664
REMIND 2.1,LeastTotalCost_NDC_brkSR15_SSP2_P50,C5,R10LATIN_AM,2076,31.12472
REMIND 2.1,LeastTotalCost_NDC_brkSR15_SSP2_P50,C5,R10INDIA+,2076,50.3245
REMIND 2.1,LeastTotalCost_NDC_brkSR15_SSP2_P50,C5,R10EUROPE,2076,25.94814
REMIND 2.1,LeastTotalCost_NDC_brkSR15_SSP2_P50,C5,R10CHINA+,2076,53.0159
REMIND 2.1,LeastTotalCost_NDC_brkSR15_SSP2_P50,C5,R10AFRICA,2076,47.78484
REMIND 2.1,R2p1_SSP1-NDC,C5,R10AFRICA,2076,43.290079999999996
GCAM 5.3,NGFS2_Nationally Determined Contributions (NDCs),C5,R10AFRICA,2076,66.9476372
REMIND 2.1,R2p1_SSP2-NDC,C5,R10INDIA+,2076,67.79234
REMIND 2.1,R2p1_SSP2-NDC,C5,R10MIDDLE_EAST,2076,32.386759999999995
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV,C5,R10PAC_OECD,2076,4.2193
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV,C5,R10NORTH_AM,2076,31.7566
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV,C5,R10MIDDLE_EAST,2076,28.02842
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV,C5,R10LATIN_AM,2076,30.25254
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV,C5,R10INDIA+,2076,66.07626
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV,C5,R10EUROPE,2076,26.03042
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV,C5,R10CHINA+,2076,54.56894
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV,C5,R10AFRICA,2076,46.30176
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100,C5,R10ROWO,2076,12.61962
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100,C5,R10REST_ASIA,2076,56.5053
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100,C5,R10REF_ECON,2076,12.72948
REMIND 2.1,R2p1_SSP2-NDC,C5,R10LATIN_AM,2076,36.64152
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100,C5,R10PAC_OECD,2076,4.27264
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100,C5,R10MIDDLE_EAST,2076,32.765080000000005
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100,C5,R10LATIN_AM,2076,36.11928
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100,C5,R10INDIA+,2076,67.88704
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100,C5,R10EUROPE,2076,26.99022
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100,C5,R10CHINA+,2076,58.2214
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100,C5,R10AFRICA,2076,55.14702
REMIND 2.1,R2p1_SSP2-NDC,C5,R10ROWO,2076,12.63382
REMIND 2.1,R2p1_SSP2-NDC,C5,R10REST_ASIA,2076,56.51466
REMIND 2.1,R2p1_SSP2-NDC,C5,R10REF_ECON,2076,12.50922
REMIND 2.1,R2p1_SSP2-NDC,C5,R10PAC_OECD,2076,4.31726
REMIND 2.1,R2p1_SSP2-NDC,C5,R10NORTH_AM,2076,33.95236
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100,C5,R10NORTH_AM,2076,33.49892
REMIND 2.1,R2p1_SSP1-NDC,C5,R10NORTH_AM,2056,24.36038
REMIND 2.1,R2p1_SSP1-NDC,C5,R10PAC_OECD,2056,3.22636
REMIND 2.1,R2p1_SSP1-NDC,C5,R10REF_ECON,2056,6.97596
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV,C5,R10PAC_OECD,2056,3.98272
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV,C5,R10REF_ECON,2056,8.09806
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV,C5,R10REST_ASIA,2056,32.48454
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NDC,C5,R10ROWO,2074,12.4642
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NDC,C5,R10REST_ASIA,2074,54.329820000000005
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NDC,C5,R10REF_ECON,2074,12.3971
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NDC,C5,R10PAC_OECD,2074,4.2933
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NDC,C5,R10NORTH_AM,2074,33.76044
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NDC,C5,R10MIDDLE_EAST,2074,31.3652
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NDC,C5,R10LATIN_AM,2074,35.14988
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NDC,C5,R10INDIA+,2074,65.47816
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NDC,C5,R10EUROPE,2074,26.45522
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NDC,C5,R10CHINA+,2074,57.80656
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NDC,C5,R10AFRICA,2074,51.70064
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-NDC,C5,R10ROWO,2074,8.17342
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-NDC,C5,R10REST_ASIA,2074,36.90194
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-NDC,C5,R10REF_ECON,2074,7.43176
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-NDC,C5,R10PAC_OECD,2074,3.2133
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-NDC,C5,R10NORTH_AM,2074,23.34684
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-NDC,C5,R10MIDDLE_EAST,2074,21.25678
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-NDC,C5,R10LATIN_AM,2074,20.51726
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-NDC,C5,R10INDIA+,2074,48.72866
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-NDC,C5,R10EUROPE,2074,17.42396
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV,C5,R10NORTH_AM,2056,28.64974
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV,C5,R10MIDDLE_EAST,2056,16.10628
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV,C5,R10LATIN_AM,2056,21.1866
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV,C5,R10INDIA+,2056,37.8994
REMIND 2.1,R2p1_SSP1-NDC,C5,R10ROWO,2085,7.9051
REMIND 2.1,R2p1_SSP2-NDC,C5,R10AFRICA,2085,71.99504999999999
REMIND 2.1,R2p1_SSP2-NDC,C5,R10CHINA+,2085,56.554249999999996
REMIND 2.1,R2p1_SSP2-NDC,C5,R10EUROPE,2085,28.67815
REMIND 2.1,R2p1_SSP2-NDC,C5,R10INDIA+,2085,77.25575
REMIND 2.1,R2p1_SSP2-NDC,C5,R10LATIN_AM,2085,39.866150000000005
REMIND 2.1,R2p1_SSP2-NDC,C5,R10MIDDLE_EAST,2085,37.9282
REMIND 2.1,R2p1_SSP2-NDC,C5,R10NORTH_AM,2085,33.299499999999995
REMIND 2.1,R2p1_SSP2-NDC,C5,R10PAC_OECD,2085,4.234
