,Year,AR6_R10,Type,MW,AnnualMtCO2,MWh/yr,GW
60,2029,R10AFRICA,Construction_low,44566.8,210.89999999999998,206914739.04,44.5668
61,2029,R10CHINA+,Construction_low,1220836.5,5429.599999999999,5668099702.200001,1220.8365
62,2029,R10EUROPE,Construction_low,68467.16,334.2,317879330.448,68.46716
63,2029,R10INDIA+,Construction_low,264508.7,1178.8,1228060992.36,264.5087
64,2029,R10LATIN_AM,Construction_low,11909.0,59.6,55291105.2,11.908999999999999
65,2029,R10MIDDLE_EAST,Construction_low,710.0,3.1999999999999997,3296388.0,0.71
66,2029,R10NORTH_AM,Construction_low,90763.5,448.2,421396777.8,90.7635
67,2029,R10PAC_OECD,Construction_low,65633.98000000001,310.9,304725442.344,65.63398000000001
68,2029,R10REF_ECON,Construction_low,16780.4,87.8,77908041.12,16.7804
69,2029,R10REST_ASIA,Construction_low,144999.1,641.5,673201821.4799999,144.9991
70,2030,R10AFRICA,Construction_low,44066.8,208.39999999999998,204593339.04,44.0668
71,2030,R10CHINA+,Construction_low,1219901.5,5422.2,5663758684.200001,1219.9015
72,2030,R10EUROPE,Construction_low,64136.16,310.4,297771363.648,64.13616
73,2030,R10INDIA+,Construction_low,260470.7,1157.0,1209313365.96,260.4707
74,2030,R10LATIN_AM,Construction_low,11909.0,59.6,55291105.2,11.908999999999999
75,2030,R10MIDDLE_EAST,Construction_low,710.0,3.1999999999999997,3296388.0,0.71
76,2030,R10NORTH_AM,Construction_low,66855.0,327.2,310394394.0,66.855
77,2030,R10PAC_OECD,Construction_low,62466.98,293.4,290021694.74399996,62.46698000000001
78,2030,R10REF_ECON,Construction_low,16176.4,84.1,75103789.91999999,16.1764
79,2030,R10REST_ASIA,Construction_low,140799.1,620.8,653702061.4799999,140.7991
80,2031,R10AFRICA,Construction_low,42266.8,198.99999999999997,196236299.04,42.2668
81,2031,R10CHINA+,Construction_low,1216799.0,5404.599999999999,5649354397.200001,1216.799
82,2031,R10EUROPE,Construction_low,57362.56,277.4,266322893.56800002,57.36256
83,2031,R10INDIA+,Construction_low,258765.7,1147.1,1201397391.96,258.76570000000004
84,2031,R10LATIN_AM,Construction_low,10509.0,52.4,48791185.2,10.508999999999999
85,2031,R10MIDDLE_EAST,Construction_low,710.0,3.1999999999999997,3296388.0,0.71
86,2031,R10NORTH_AM,Construction_low,60523.1,293.7,280996648.68,60.5231
87,2031,R10PAC_OECD,Construction_low,59543.98,278.4,276450790.344,59.543980000000005
88,2031,R10REF_ECON,Construction_low,14551.4,75.1,67559239.91999999,14.5514
89,2031,R10REST_ASIA,Construction_low,139099.1,612.7,645809301.4799999,139.0991
90,2032,R10AFRICA,Construction_low,41166.8,193.49999999999997,191129219.04,41.1668
91,2032,R10CHINA+,Construction_low,1211295.5,5373.7,5623802747.400001,1211.2955
92,2032,R10EUROPE,Construction_low,50559.16,242.0,234736068.048,50.559160000000006
93,2032,R10INDIA+,Construction_low,256715.7,1135.4,1191879651.96,256.71569999999997
94,2032,R10LATIN_AM,Construction_low,10509.0,52.4,48791185.2,10.508999999999999
95,2032,R10MIDDLE_EAST,Construction_low,710.0,3.1999999999999997,3296388.0,0.71
96,2032,R10NORTH_AM,Construction_low,49489.4,237.4,229769386.32,49.4894
97,2032,R10PAC_OECD,Construction_low,58238.18,272.0,270388222.104,58.23818
98,2032,R10REF_ECON,Construction_low,12726.4,64.7,59086129.919999994,12.7264
99,2032,R10REST_ASIA,Construction_low,135999.1,598.5,631416621.4799999,135.9991
100,2033,R10AFRICA,Construction_low,38646.8,180.7,179429363.04,38.6468
101,2033,R10CHINA+,Construction_low,1203172.0,5329.4,5586086961.6,1203.172
102,2033,R10EUROPE,Construction_low,49630.16,236.4,230422906.84800002,49.630160000000004
103,2033,R10INDIA+,Construction_low,254665.7,1124.1,1182361911.96,254.66570000000002
104,2033,R10LATIN_AM,Construction_low,10443.0,52.0,48484760.400000006,10.443
105,2033,R10MIDDLE_EAST,Construction_low,710.0,3.1999999999999997,3296388.0,0.71
106,2033,R10NORTH_AM,Construction_low,47097.5,225.29999999999998,218664273.0,47.0975
107,2033,R10PAC_OECD,Construction_low,57447.18,268.09999999999997,266715767.30400002,57.44718
108,2033,R10REF_ECON,Construction_low,12033.4,60.5,55868669.519999996,12.033399999999999
109,2033,R10REST_ASIA,Construction_low,132778.1,583.9,616462162.68,132.7781
110,2034,R10AFRICA,Construction_low,37446.8,174.7,173858003.04,37.4468
111,2034,R10CHINA+,Construction_low,1197914.0,5301.7,5561675119.200001,1197.914
112,2034,R10EUROPE,Construction_low,47694.16,225.9,221434446.048,47.694160000000004
113,2034,R10INDIA+,Construction_low,253325.7,1116.8,1176140559.96,253.3257
114,2034,R10LATIN_AM,Construction_low,10443.0,52.0,48484760.400000006,10.443
115,2034,R10MIDDLE_EAST,Construction_low,710.0,3.1999999999999997,3296388.0,0.71
116,2034,R10NORTH_AM,Construction_low,43669.1,207.4,202746897.48,43.6691
117,2034,R10PAC_OECD,Construction_low,56024.58,261.4,260110920.024,56.02458000000001
118,2034,R10REF_ECON,Construction_low,11003.4,54.9,51086585.519999996,11.0034
119,2034,R10REST_ASIA,Construction_low,129909.1,570.6,603141969.48,129.9091
120,2035,R10AFRICA,Construction_low,35316.8,163.99999999999997,163968839.04,35.3168
121,2035,R10CHINA+,Construction_low,1192294.0,5272.5,5535582583.200001,1192.2939999999999
122,2035,R10EUROPE,Construction_low,44571.76,209.4,206937767.328,44.571760000000005
123,2035,R10INDIA+,Construction_low,250458.2,1101.1,1162827330.96,250.4582
124,2035,R10LATIN_AM,Construction_low,6413.0,31.5,29774276.400000002,6.413
125,2035,R10MIDDLE_EAST,Construction_low,710.0,3.1999999999999997,3296388.0,0.71
126,2035,R10NORTH_AM,Construction_low,43638.1,207.2,202602970.68,43.6381
127,2035,R10PAC_OECD,Construction_low,51603.58,239.6,239585101.22399998,51.60358000000001
128,2035,R10REF_ECON,Construction_low,10838.4,53.9,50320523.519999996,10.838399999999998
129,2035,R10REST_ASIA,Construction_low,127868.1,560.9,593666014.68,127.86810000000001
130,2036,R10AFRICA,Construction_low,33786.8,156.29999999999998,156865355.04,33.7868
131,2036,R10CHINA+,Construction_low,1185395.0,5235.099999999999,5503551906.000001,1185.395
132,2036,R10EUROPE,Construction_low,40587.76,186.70000000000002,188440852.128,40.58776
133,2036,R10INDIA+,Construction_low,247888.2,1086.8000000000002,1150895334.96,247.8882
134,2036,R10LATIN_AM,Construction_low,6413.0,31.5,29774276.400000002,6.413
135,2036,R10MIDDLE_EAST,Construction_low,710.0,3.1999999999999997,3296388.0,0.71
136,2036,R10NORTH_AM,Construction_low,42684.1,202.1,198173739.48,42.6841
137,2036,R10PAC_OECD,Construction_low,49247.58,228.4,228646664.42400002,49.247580000000006
138,2036,R10REF_ECON,Construction_low,10323.4,51.0,47929481.519999996,10.3234
139,2036,R10REST_ASIA,Construction_low,125813.1,551.6,584125060.68,125.8131
140,2037,R10AFRICA,Construction_low,31950.8,147.0,148341174.24,31.950799999999997
141,2037,R10CHINA+,Construction_low,1173105.0,5169.9,5446491894.000001,1173.105
142,2037,R10EUROPE,Construction_low,36876.76,167.6,171211421.328,36.876760000000004
143,2037,R10INDIA+,Construction_low,246333.2,1078.1999999999998,1143675780.96,246.3332
144,2037,R10LATIN_AM,Construction_low,6050.0,29.6,28088940.0,6.05
145,2037,R10MIDDLE_EAST,Construction_low,710.0,3.1999999999999997,3296388.0,0.71
146,2037,R10NORTH_AM,Construction_low,36890.3,173.2,171274284.84,36.8903
147,2037,R10PAC_OECD,Construction_low,45154.08,205.7,209641362.624,45.15408000000001
148,2037,R10REF_ECON,Construction_low,10223.4,50.4,47465201.519999996,10.2234
149,2037,R10REST_ASIA,Construction_low,123724.1,541.1,574426251.48,123.7241
150,2038,R10AFRICA,Construction_low,30723.8,140.79999999999998,142644458.64,30.723799999999997
151,2038,R10CHINA+,Construction_low,1163250.0,5117.299999999999,5400737100.000001,1163.25
152,2038,R10EUROPE,Construction_low,35233.76,159.6,163583300.928,35.233760000000004
153,2038,R10INDIA+,Construction_low,244524.2,1068.3,1135276955.76,244.5242
154,2038,R10LATIN_AM,Construction_low,6050.0,29.6,28088940.0,6.05
155,2038,R10MIDDLE_EAST,Construction_low,710.0,3.1999999999999997,3296388.0,0.71
156,2038,R10NORTH_AM,Construction_low,34630.6,161.7,160782949.68,34.6306
157,2038,R10PAC_OECD,Construction_low,42171.58,191.50000000000003,195794211.624,42.171580000000006
158,2038,R10REF_ECON,Construction_low,9963.4,48.9,46258073.519999996,9.963399999999998
159,2038,R10REST_ASIA,Construction_low,121924.1,532.6,566069211.48,121.92410000000001
160,2039,R10AFRICA,Construction_low,27548.8,124.70000000000002,127903568.64,27.5488
161,2039,R10CHINA+,Construction_low,1150190.2,5049.099999999999,5340103060.56,1150.1901999999998
162,2039,R10EUROPE,Construction_low,35039.76,158.5,162682597.728,35.03976
163,2039,R10INDIA+,Construction_low,242893.5,1059.1,1127705941.8,242.8935
164,2039,R10LATIN_AM,Construction_low,6050.0,29.6,28088940.0,6.05
165,2039,R10MIDDLE_EAST,Construction_low,710.0,3.1999999999999997,3296388.0,0.71
166,2039,R10NORTH_AM,Construction_low,33414.0,155.5,155134519.20000002,33.414
167,2039,R10PAC_OECD,Construction_low,37961.58,170.9,176248023.624,37.961580000000005
168,2039,R10REF_ECON,Construction_low,9963.4,48.9,46258073.519999996,9.963399999999998
169,2039,R10REST_ASIA,Construction_low,117669.1,513.5,546314097.48,117.66910000000001
170,2040,R10AFRICA,Construction_low,25588.8,114.70000000000002,118803680.64,25.5888
171,2040,R10CHINA+,Construction_low,1140165.2,4995.9,5293558990.56,1140.1652
172,2040,R10EUROPE,Construction_low,32302.760000000002,144.6,149975254.128,32.30276
173,2040,R10INDIA+,Construction_low,240148.5,1043.9,1114961455.8,240.1485
174,2040,R10LATIN_AM,Construction_low,5885.0,28.700000000000003,27322878.0,5.885
175,2040,R10MIDDLE_EAST,Construction_low,710.0,3.1999999999999997,3296388.0,0.71
176,2040,R10NORTH_AM,Construction_low,33185.0,154.2,154071318.0,33.185
177,2040,R10PAC_OECD,Construction_low,36388.58,162.7,168944899.224,36.388580000000005
178,2040,R10REF_ECON,Construction_low,9363.4,45.199999999999996,43472393.519999996,9.363399999999999
179,2040,R10REST_ASIA,Construction_low,110614.1,480.29999999999995,513559143.48,110.61410000000001
180,2041,R10AFRICA,Construction_low,23271.8,102.9,108046313.04,23.2718
181,2041,R10CHINA+,Construction_low,1126104.2,4923.299999999999,5228276579.760001,1126.1042
182,2041,R10EUROPE,Construction_low,31365.16,139.1,145622164.848,31.36516
183,2041,R10INDIA+,Construction_low,238443.5,1034.6,1107045481.8,238.4435
184,2041,R10LATIN_AM,Construction_low,5885.0,28.700000000000003,27322878.0,5.885
185,2041,R10MIDDLE_EAST,Construction_low,710.0,3.1999999999999997,3296388.0,0.71
186,2041,R10NORTH_AM,Construction_low,28390.6,129.9,131811877.68,28.3906
187,2041,R10PAC_OECD,Construction_low,31158.58,137.1,144663055.224,31.15858
188,2041,R10REF_ECON,Construction_low,9223.4,44.4,42822401.519999996,9.2234
189,2041,R10REST_ASIA,Construction_low,107934.1,467.20000000000005,501116439.48,107.93410000000002
190,2042,R10AFRICA,Construction_low,20345.8,88.0,94461480.24,20.345799999999997
191,2042,R10CHINA+,Construction_low,1114268.2,4860.7,5173324398.960001,1114.2682
192,2042,R10EUROPE,Construction_low,30885.16,136.5,143393620.848,30.885160000000003
193,2042,R10INDIA+,Construction_low,237388.5,1028.6,1102147327.8,237.3885
194,2042,R10LATIN_AM,Construction_low,3948.0,18.5,18329774.4,3.948
195,2042,R10MIDDLE_EAST,Construction_low,710.0,3.1999999999999997,3296388.0,0.71
196,2042,R10NORTH_AM,Construction_low,24032.3,108.39999999999999,111577162.44,24.0323
197,2042,R10PAC_OECD,Construction_low,28074.58,122.10000000000001,130344660.024,28.07458
198,2042,R10REF_ECON,Construction_low,9008.4,43.1,41824199.519999996,9.008399999999998
199,2042,R10REST_ASIA,Construction_low,107934.1,467.20000000000005,501116439.48,107.93410000000002
200,2043,R10AFRICA,Construction_low,18994.8,81.1,88189057.44,18.994799999999998
201,2043,R10CHINA+,Construction_low,1104000.2,4806.8,5125652128.56,1104.0002
202,2043,R10EUROPE,Construction_low,30019.16,131.9,139372956.048,30.01916
203,2043,R10INDIA+,Construction_low,235348.5,1017.6999999999999,1092676015.8,235.3485
204,2043,R10LATIN_AM,Construction_low,3948.0,18.5,18329774.4,3.948
205,2043,R10MIDDLE_EAST,Construction_low,710.0,3.1999999999999997,3296388.0,0.71
206,2043,R10NORTH_AM,Construction_low,23437.3,105.0,108814696.44,23.4373
207,2043,R10PAC_OECD,Construction_low,24524.58,105.20000000000002,113862720.024,24.52458
208,2043,R10REF_ECON,Construction_low,8968.4,42.9,41638487.519999996,8.968399999999999
209,2043,R10REST_ASIA,Construction_low,107605.1,465.6,499588958.28,107.60510000000001
210,2044,R10AFRICA,Construction_low,18308.8,77.6,85004096.64,18.308799999999998
211,2044,R10CHINA+,Construction_low,1085674.2,4714.5,5040568175.760001,1085.6742
212,2044,R10EUROPE,Construction_low,27481.16,119.5,127589529.648,27.481160000000003
213,2044,R10INDIA+,Construction_low,233613.5,1009.3,1084620757.8,233.6135
214,2044,R10LATIN_AM,Construction_low,3948.0,18.5,18329774.4,3.948
215,2044,R10MIDDLE_EAST,Construction_low,710.0,3.1999999999999997,3296388.0,0.71
216,2044,R10NORTH_AM,Construction_low,22107.3,98.1,102639772.44,22.1073
217,2044,R10PAC_OECD,Construction_low,21941.58,93.5,101870367.624,21.941580000000002
218,2044,R10REF_ECON,Construction_low,8736.4,41.599999999999994,40561357.92,8.7364
219,2044,R10REST_ASIA,Construction_low,107605.1,465.6,499588958.28,107.60510000000001
220,2045,R10AFRICA,Construction_low,17622.8,74.30000000000001,81819135.84,17.622799999999998
221,2045,R10CHINA+,Construction_low,1060134.2,4591.1,4921991063.76,1060.1342
222,2045,R10EUROPE,Construction_low,27409.16,119.10000000000001,127255248.04800001,27.40916
223,2045,R10INDIA+,Construction_low,233131.0,1006.8,1082380606.8,233.131
224,2045,R10LATIN_AM,Construction_low,3948.0,18.5,18329774.4,3.948
225,2045,R10MIDDLE_EAST,Construction_low,710.0,3.1999999999999997,3296388.0,0.71
226,2045,R10NORTH_AM,Construction_low,21522.3,95.5,99923734.44,21.522299999999998
227,2045,R10PAC_OECD,Construction_low,19231.33,81.4,89287218.924,19.23133
228,2045,R10REF_ECON,Construction_low,8476.4,40.099999999999994,39354229.92,8.4764
229,2045,R10REST_ASIA,Construction_low,106465.1,460.1,494296166.28,106.4651
230,2046,R10AFRICA,Construction_low,17622.8,74.30000000000001,81819135.84,17.622799999999998
231,2046,R10CHINA+,Construction_low,1018771.2,4390.900000000001,4729950927.36,1018.7712
232,2046,R10EUROPE,Construction_low,24966.16,105.30000000000001,115912887.648,24.966160000000002
233,2046,R10INDIA+,Construction_low,229806.0,991.1,1066943296.8,229.806
234,2046,R10LATIN_AM,Construction_low,3948.0,18.5,18329774.4,3.948
235,2046,R10MIDDLE_EAST,Construction_low,710.0,3.1999999999999997,3296388.0,0.71
236,2046,R10NORTH_AM,Construction_low,21087.9,93.3,97906902.12,21.0879
237,2046,R10PAC_OECD,Construction_low,18273.33,76.4,84839416.52399999,18.27333
238,2046,R10REF_ECON,Construction_low,8076.4,37.99999999999999,37497109.92,8.0764
239,2046,R10REST_ASIA,Construction_low,104665.1,453.0,485939126.28,104.66510000000001
240,2047,R10AFRICA,Construction_low,17622.8,74.30000000000001,81819135.84,17.622799999999998
241,2047,R10CHINA+,Construction_low,941819.2,4031.0000000000005,4372678181.76,941.8192
242,2047,R10EUROPE,Construction_low,24216.16,101.30000000000001,112430787.648,24.216160000000002
243,2047,R10INDIA+,Construction_low,227268.0,978.4,1055159870.4,227.268
244,2047,R10LATIN_AM,Construction_low,3948.0,18.5,18329774.4,3.948
245,2047,R10MIDDLE_EAST,Construction_low,710.0,3.1999999999999997,3296388.0,0.71
246,2047,R10NORTH_AM,Construction_low,20514.1,90.6,95242863.48,20.5141
247,2047,R10PAC_OECD,Construction_low,17448.33,72.10000000000001,81009106.52399999,17.44833
248,2047,R10REF_ECON,Construction_low,7956.4,37.4,36939973.92,7.9564
249,2047,R10REST_ASIA,Construction_low,101131.1,437.0,469531471.08000004,101.1311
250,2048,R10AFRICA,Construction_low,16957.8,71.1,78731673.84,16.9578
251,2048,R10CHINA+,Construction_low,861364.2,3660.3,3999141707.7599998,861.3642
252,2048,R10EUROPE,Construction_low,24105.66,100.7,111917758.248,24.10566
253,2048,R10INDIA+,Construction_low,222000.0,952.1,1030701600.0,222.0
254,2048,R10LATIN_AM,Construction_low,3948.0,18.5,18329774.4,3.948
255,2048,R10MIDDLE_EAST,Construction_low,710.0,3.1999999999999997,3296388.0,0.71
256,2048,R10NORTH_AM,Construction_low,19000.6,84.0,88215985.68,19.0006
257,2048,R10PAC_OECD,Construction_low,15893.33,65.10000000000001,73789552.52399999,15.893329999999999
258,2048,R10REF_ECON,Construction_low,7836.4,36.8,36382837.92,7.8364
259,2048,R10REST_ASIA,Construction_low,97423.1,422.1,452315968.67999995,97.4231
260,2049,R10AFRICA,Construction_low,16292.8,67.9,75644211.84,16.2928
261,2049,R10CHINA+,Construction_low,800882.1,3380.6000000000004,3718335413.8799996,800.8821
262,2049,R10EUROPE,Construction_low,24105.66,100.7,111917758.248,24.10566
263,2049,R10INDIA+,Construction_low,216684.0,925.1,1006020475.1999999,216.684
264,2049,R10LATIN_AM,Construction_low,3948.0,18.5,18329774.4,3.948
265,2049,R10MIDDLE_EAST,Construction_low,710.0,3.1999999999999997,3296388.0,0.71
266,2049,R10NORTH_AM,Construction_low,17658.6,78.0,81985348.08,17.6586
267,2049,R10PAC_OECD,Construction_low,15489.33,62.9,71913861.324,15.489329999999999
268,2049,R10REF_ECON,Construction_low,7786.4,36.49999999999999,36150697.92,7.7863999999999995
269,2049,R10REST_ASIA,Construction_low,91758.5,399.4,426016363.79999995,91.7585
270,2050,R10AFRICA,Construction_low,15627.8,64.7,72556749.84,15.6278
271,2050,R10CHINA+,Construction_low,740584.0,3104.1,3438383395.2,740.5840000000001
272,2050,R10EUROPE,Construction_low,22404.66,93.2,104020355.448,22.40466
273,2050,R10INDIA+,Construction_low,211073.5,896.6,979972045.8,211.0735
274,2050,R10LATIN_AM,Construction_low,3948.0,18.5,18329774.4,3.948
275,2050,R10MIDDLE_EAST,Construction_low,710.0,3.1999999999999997,3296388.0,0.71
276,2050,R10NORTH_AM,Construction_low,15723.0,68.8,72998744.4,15.723
277,2050,R10PAC_OECD,Construction_low,14423.33,57.9,66964636.524000004,14.42333
278,2050,R10REF_ECON,Construction_low,7371.4,34.4,34223935.92,7.3714
279,2050,R10REST_ASIA,Construction_low,91034.5,395.70000000000005,422654976.6,91.0345
280,2051,R10AFRICA,Construction_low,14911.8,61.2,69232505.03999999,14.9118
281,2051,R10CHINA+,Construction_low,677447.0,2814.2,3145250931.6,677.447
282,2051,R10EUROPE,Construction_low,20929.66,86.7,97172225.448,20.929660000000002
283,2051,R10INDIA+,Construction_low,198860.5,837.9,923269529.4,198.8605
284,2051,R10LATIN_AM,Construction_low,3494.0,16.2,16221943.200000001,3.494
285,2051,R10MIDDLE_EAST,Construction_low,650.0,2.8,3017820.0,0.65
286,2051,R10NORTH_AM,Construction_low,9219.4,39.300000000000004,42803830.32,9.2194
287,2051,R10PAC_OECD,Construction_low,13413.33,53.5,62275408.524000004,13.413329999999998
288,2051,R10REF_ECON,Construction_low,7371.4,34.4,34223935.92,7.3714
289,2051,R10REST_ASIA,Construction_low,89720.5,388.9,416554337.4,89.7205
290,2052,R10AFRICA,Construction_low,14165.8,57.50000000000001,65768976.239999995,14.1658
291,2052,R10CHINA+,Construction_low,615301.0,2529.9,2856719482.7999997,615.301
292,2052,R10EUROPE,Construction_low,19659.66,80.60000000000001,91275869.448,19.659660000000002
293,2052,R10INDIA+,Construction_low,183425.5,765.5,851607911.4,183.4255
294,2052,R10LATIN_AM,Construction_low,3494.0,16.2,16221943.200000001,3.494
295,2052,R10MIDDLE_EAST,Construction_low,650.0,2.8,3017820.0,0.65
296,2052,R10NORTH_AM,Construction_low,4965.5,20.200000000000003,23053823.4,4.9655
297,2052,R10PAC_OECD,Construction_low,13413.33,53.5,62275408.524000004,13.413329999999998
298,2052,R10REF_ECON,Construction_low,7273.0,33.8,33767084.400000006,7.273000000000001
299,2052,R10REST_ASIA,Construction_low,84960.5,366.0,394454609.4,84.9605
300,2053,R10AFRICA,Construction_low,13449.8,54.0,62444731.44,13.4498
301,2053,R10CHINA+,Construction_low,564745.0,2296.7000000000003,2621998086.0,564.745
302,2053,R10EUROPE,Construction_low,18714.66,76.2,86888423.448,18.714660000000002
303,2053,R10INDIA+,Construction_low,165223.5,682.3000000000001,767099665.8,165.2235
304,2053,R10LATIN_AM,Construction_low,3134.0,14.4,14550535.200000001,3.134
305,2053,R10MIDDLE_EAST,Construction_low,650.0,2.8,3017820.0,0.65
306,2053,R10NORTH_AM,Construction_low,1922.5,7.0,8925783.0,1.9225
307,2053,R10PAC_OECD,Construction_low,13299.33,52.9,61746129.324,13.299330000000001
308,2053,R10REF_ECON,Construction_low,6660.0,30.400000000000002,30921048.0,6.66
309,2053,R10REST_ASIA,Construction_low,77580.5,334.6,360190745.4,77.5805
310,2054,R10AFRICA,Construction_low,11179.8,44.8,51905575.44,11.179799999999998
311,2054,R10CHINA+,Construction_low,483898.0,1964.0,2246641634.4,483.898
312,2054,R10EUROPE,Construction_low,15971.66,65.0,74153223.04800001,15.97166
313,2054,R10INDIA+,Construction_low,116390.0,481.29999999999995,540375492.0,116.39
314,2054,R10LATIN_AM,Construction_low,1929.0,9.0,8955961.200000001,1.929
315,2054,R10MIDDLE_EAST,Construction_low,0.0,0.0,0.0,0.0
316,2054,R10NORTH_AM,Construction_low,110.0,0.1,510708.0,0.11
317,2054,R10PAC_OECD,Construction_low,9249.33,37.4,42942789.324,9.24933
318,2054,R10REF_ECON,Construction_low,6450.0,29.3,29946060.0,6.45
319,2054,R10REST_ASIA,Construction_low,55697.0,243.5,258590031.6,55.697
320,2055,R10AFRICA,Construction_low,10479.8,41.6,48655615.44,10.4798
321,2055,R10CHINA+,Construction_low,437854.0,1771.5,2032868551.2000003,437.85400000000004
