Model,Scenario,Category,Region,Year,EJ/yr
GCAM 5.3,NGFS2_Nationally Determined Contributions (NDCs),C5,R10CHINA+,2076,11.770548074
GCAM 5.3,NGFS2_Nationally Determined Contributions (NDCs),C5,R10REST_ASIA,2085,4.370498547000001
GCAM 5.3,NGFS2_Nationally Determined Contributions (NDCs),C5,R10REF_ECON,2085,9.2865e-06
GCAM 5.3,NGFS2_Nationally Determined Contributions (NDCs),C5,R10PAC_OECD,2085,2.4927000000000003e-06
GCAM 5.3,NGFS2_Nationally Determined Contributions (NDCs),C5,R10NORTH_AM,2085,1.81e-07
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV,C5,R10CHINA+,2037,5.536160000000001
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV,C5,R10AFRICA,2037,0.03256
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100,C5,R10ROWO,2037,0.0033
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100,C5,R10REST_ASIA,2037,0.7347600000000001
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100,C5,R10REF_ECON,2037,0.90758
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100,C5,R10PAC_OECD,2037,0.49628
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100,C5,R10NORTH_AM,2037,0.00942
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100,C5,R10MIDDLE_EAST,2037,0.002
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100,C5,R10LATIN_AM,2037,0.00128
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100,C5,R10INDIA+,2037,6.36036
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100,C5,R10EUROPE,2037,0.00604
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV,C5,R10INDIA+,2037,6.43116
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100,C5,R10CHINA+,2037,5.5041
REMIND 2.1,LeastTotalCost_NDC_brkLR15_SSP2_P50,C5,R10REST_ASIA,2056,0.0026999999999999997
REMIND 2.1,LeastTotalCost_NDC_brkLR15_SSP2_P50,C5,R10ROWO,2056,0.00044
REMIND 2.1,LeastTotalCost_NDC_brkSR15_SSP2_P50,C5,R10AFRICA,2056,0.0001
REMIND 2.1,LeastTotalCost_NDC_brkSR15_SSP2_P50,C5,R10CHINA+,2056,4.38124
REMIND 2.1,LeastTotalCost_NDC_brkSR15_SSP2_P50,C5,R10EUROPE,2056,0.0001
GCAM 5.3,NGFS2_Nationally Determined Contributions (NDCs),C5,R10AFRICA,2085,1.909944619
GCAM 5.3,NGFS2_Nationally Determined Contributions (NDCs),C5,R10CHINA+,2085,10.82228143
GCAM 5.3,NGFS2_Nationally Determined Contributions (NDCs),C5,R10EUROPE,2085,1.1377999999999998e-05
GCAM 5.3,NGFS2_Nationally Determined Contributions (NDCs),C5,R10INDIA+,2085,4.797035
GCAM 5.3,NGFS2_Nationally Determined Contributions (NDCs),C5,R10LATIN_AM,2085,1.6899299594399997
GCAM 5.3,NGFS2_Nationally Determined Contributions (NDCs),C5,R10MIDDLE_EAST,2085,3.594277
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100,C5,R10AFRICA,2037,0.10866
REMIND 2.1,LeastTotalCost_NDC_brkLR15_SSP2_P50,C5,R10REF_ECON,2076,0.0001
REMIND 2.1,LeastTotalCost_NDC_brkLR15_SSP2_P50,C5,R10REST_ASIA,2076,0.0001
REMIND 2.1,LeastTotalCost_NDC_brkLR15_SSP2_P50,C5,R10ROWO,2076,0.0002
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-NDC,C5,R10AFRICA,2080,0.0001
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-NDC,C5,R10CHINA+,2080,0.0001
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-NDC,C5,R10EUROPE,2080,0.0001
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-NDC,C5,R10INDIA+,2080,0.0408
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-NDC,C5,R10LATIN_AM,2080,0.0001
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-NDC,C5,R10MIDDLE_EAST,2080,0.0001
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-NDC,C5,R10NORTH_AM,2080,0.0001
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-NDC,C5,R10PAC_OECD,2080,0.0003
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-NDC,C5,R10REF_ECON,2080,0.0001
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-NDC,C5,R10REST_ASIA,2080,0.0562
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-NDC,C5,R10ROWO,2080,0.0002
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NDC,C5,R10AFRICA,2080,0.0001
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NDC,C5,R10CHINA+,2080,0.0001
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NDC,C5,R10EUROPE,2080,0.0001
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NDC,C5,R10INDIA+,2080,0.0763
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NDC,C5,R10LATIN_AM,2080,0.0001
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NDC,C5,R10MIDDLE_EAST,2080,0.0001
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NDC,C5,R10NORTH_AM,2080,0.0001
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NDC,C5,R10PAC_OECD,2080,0.0004
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NDC,C5,R10REF_ECON,2080,0.0001
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NDC,C5,R10REST_ASIA,2080,0.0557
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NDC,C5,R10ROWO,2080,0.0002
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV_NDCp,C5,R10CHINA+,2076,0.0007
REMIND-MAgPIE 2.1-4.2,NGFS2_Nationally Determined Contributions (NDCs),C5,R10ROWO,2080,0.0002
REMIND-MAgPIE 2.1-4.2,NGFS2_Nationally Determined Contributions (NDCs),C5,R10REST_ASIA,2080,0.0083
REMIND-MAgPIE 2.1-4.2,NGFS2_Nationally Determined Contributions (NDCs),C5,R10REF_ECON,2080,0.0001
REMIND-MAgPIE 2.1-4.2,NGFS2_Nationally Determined Contributions (NDCs),C5,R10PAC_OECD,2080,0.0001
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV_NDCp,C5,R10MIDDLE_EAST,2080,0.0001
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV_NDCp,C5,R10NORTH_AM,2080,0.0001
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV_NDCp,C5,R10PAC_OECD,2080,0.0004
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV_NDCp,C5,R10REF_ECON,2080,0.0001
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV_NDCp,C5,R10REST_ASIA,2080,0.0074
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV_NDCp,C5,R10ROWO,2080,0.0002
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_NDCp,C5,R10AFRICA,2080,0.0001
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_NDCp,C5,R10CHINA+,2080,0.0001
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_NDCp,C5,R10EUROPE,2080,0.0001
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_NDCp,C5,R10INDIA+,2080,0.0749
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_NDCp,C5,R10LATIN_AM,2080,0.0001
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV_NDCp,C5,R10AFRICA,2076,0.0001
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_NDCp,C5,R10MIDDLE_EAST,2080,0.0001
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_NDCp,C5,R10PAC_OECD,2080,0.0003
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_NDCp,C5,R10REF_ECON,2080,0.0001
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_NDCp,C5,R10REST_ASIA,2080,0.0001
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_NDCp,C5,R10ROWO,2080,0.0002
REMIND-MAgPIE 2.1-4.2,NGFS2_Nationally Determined Contributions (NDCs),C5,R10AFRICA,2080,0.0001
REMIND-MAgPIE 2.1-4.2,NGFS2_Nationally Determined Contributions (NDCs),C5,R10CHINA+,2080,0.0003
REMIND-MAgPIE 2.1-4.2,NGFS2_Nationally Determined Contributions (NDCs),C5,R10EUROPE,2080,0.0001
REMIND-MAgPIE 2.1-4.2,NGFS2_Nationally Determined Contributions (NDCs),C5,R10INDIA+,2080,0.0008
REMIND-MAgPIE 2.1-4.2,NGFS2_Nationally Determined Contributions (NDCs),C5,R10LATIN_AM,2080,0.0001
REMIND-MAgPIE 2.1-4.2,NGFS2_Nationally Determined Contributions (NDCs),C5,R10MIDDLE_EAST,2080,0.0001
REMIND-MAgPIE 2.1-4.2,NGFS2_Nationally Determined Contributions (NDCs),C5,R10NORTH_AM,2080,0.0001
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_NDCp,C5,R10NORTH_AM,2080,0.0001
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV,C5,R10ROWO,2076,0.0002
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV,C5,R10REST_ASIA,2076,0.04238
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV,C5,R10REF_ECON,2076,0.0001
REMIND 2.1,R2p1_SSP2-NDC,C5,R10CHINA+,2076,0.0014199999999999998
REMIND 2.1,R2p1_SSP2-NDC,C5,R10AFRICA,2076,0.0001
REMIND 2.1,R2p1_SSP1-NDC,C5,R10ROWO,2076,0.0002
REMIND 2.1,R2p1_SSP1-NDC,C5,R10REST_ASIA,2076,0.06548
REMIND 2.1,R2p1_SSP1-NDC,C5,R10REF_ECON,2076,0.0001
REMIND 2.1,R2p1_SSP1-NDC,C5,R10PAC_OECD,2076,0.0037600000000000003
REMIND 2.1,R2p1_SSP1-NDC,C5,R10NORTH_AM,2076,0.0001
REMIND 2.1,R2p1_SSP1-NDC,C5,R10MIDDLE_EAST,2076,0.0001
REMIND 2.1,R2p1_SSP1-NDC,C5,R10LATIN_AM,2076,0.0001
REMIND 2.1,R2p1_SSP1-NDC,C5,R10INDIA+,2076,0.06236
REMIND 2.1,R2p1_SSP1-NDC,C5,R10EUROPE,2076,0.00017999999999999998
REMIND 2.1,R2p1_SSP2-NDC,C5,R10EUROPE,2076,0.0001
REMIND 2.1,R2p1_SSP1-NDC,C5,R10CHINA+,2076,0.00042
REMIND 2.1,LeastTotalCost_NDC_brkSR15_SSP2_P50,C5,R10ROWO,2076,0.0002
REMIND 2.1,LeastTotalCost_NDC_brkSR15_SSP2_P50,C5,R10REST_ASIA,2076,0.0001
REMIND 2.1,LeastTotalCost_NDC_brkSR15_SSP2_P50,C5,R10REF_ECON,2076,0.0001
REMIND 2.1,LeastTotalCost_NDC_brkSR15_SSP2_P50,C5,R10PAC_OECD,2076,0.02976
REMIND 2.1,LeastTotalCost_NDC_brkSR15_SSP2_P50,C5,R10NORTH_AM,2076,0.0001
REMIND 2.1,LeastTotalCost_NDC_brkSR15_SSP2_P50,C5,R10MIDDLE_EAST,2076,0.0001
REMIND 2.1,LeastTotalCost_NDC_brkSR15_SSP2_P50,C5,R10LATIN_AM,2076,0.0001
REMIND 2.1,LeastTotalCost_NDC_brkSR15_SSP2_P50,C5,R10INDIA+,2076,0.008740000000000001
REMIND 2.1,LeastTotalCost_NDC_brkSR15_SSP2_P50,C5,R10EUROPE,2076,0.0001
REMIND 2.1,LeastTotalCost_NDC_brkSR15_SSP2_P50,C5,R10CHINA+,2076,1.40056
REMIND 2.1,LeastTotalCost_NDC_brkSR15_SSP2_P50,C5,R10AFRICA,2076,0.0001
REMIND 2.1,R2p1_SSP1-NDC,C5,R10AFRICA,2076,0.0001
GCAM 5.3,NGFS2_Nationally Determined Contributions (NDCs),C5,R10AFRICA,2076,1.77788625
REMIND 2.1,R2p1_SSP2-NDC,C5,R10INDIA+,2076,0.08141999999999999
REMIND 2.1,R2p1_SSP2-NDC,C5,R10MIDDLE_EAST,2076,0.0001
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV,C5,R10PAC_OECD,2076,0.011859999999999999
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV,C5,R10NORTH_AM,2076,0.0001
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV,C5,R10MIDDLE_EAST,2076,0.0001
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV,C5,R10LATIN_AM,2076,0.0001
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV,C5,R10INDIA+,2076,0.05746
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV,C5,R10EUROPE,2076,0.0001
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV,C5,R10CHINA+,2076,0.0007
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV,C5,R10AFRICA,2076,0.0001
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100,C5,R10ROWO,2076,0.0002
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100,C5,R10REST_ASIA,2076,0.0001
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100,C5,R10REF_ECON,2076,0.0001
REMIND 2.1,R2p1_SSP2-NDC,C5,R10LATIN_AM,2076,0.0001
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100,C5,R10PAC_OECD,2076,0.012480000000000002
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100,C5,R10MIDDLE_EAST,2076,0.0001
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100,C5,R10LATIN_AM,2076,0.0001
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100,C5,R10INDIA+,2076,0.07636
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100,C5,R10EUROPE,2076,0.0001
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100,C5,R10CHINA+,2076,0.00062
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100,C5,R10AFRICA,2076,0.0001
REMIND 2.1,R2p1_SSP2-NDC,C5,R10ROWO,2076,0.0002
REMIND 2.1,R2p1_SSP2-NDC,C5,R10REST_ASIA,2076,0.05088
REMIND 2.1,R2p1_SSP2-NDC,C5,R10REF_ECON,2076,0.0001
REMIND 2.1,R2p1_SSP2-NDC,C5,R10PAC_OECD,2076,0.012300000000000002
REMIND 2.1,R2p1_SSP2-NDC,C5,R10NORTH_AM,2076,0.0001
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100,C5,R10NORTH_AM,2076,0.0001
REMIND 2.1,R2p1_SSP1-NDC,C5,R10NORTH_AM,2056,0.0001
REMIND 2.1,R2p1_SSP1-NDC,C5,R10PAC_OECD,2056,0.11929999999999999
REMIND 2.1,R2p1_SSP1-NDC,C5,R10REF_ECON,2056,0.05452
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV,C5,R10PAC_OECD,2056,0.1905
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV,C5,R10REF_ECON,2056,0.11159999999999999
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV,C5,R10REST_ASIA,2056,0.02764
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NDC,C5,R10ROWO,2074,0.0002
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NDC,C5,R10REST_ASIA,2074,0.0515
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NDC,C5,R10REF_ECON,2074,0.0001
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NDC,C5,R10PAC_OECD,2074,0.0184
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NDC,C5,R10NORTH_AM,2074,0.0001
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NDC,C5,R10MIDDLE_EAST,2074,0.0001
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NDC,C5,R10LATIN_AM,2074,0.0001
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NDC,C5,R10INDIA+,2074,0.07714
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NDC,C5,R10EUROPE,2074,0.0001
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NDC,C5,R10CHINA+,2074,0.00088
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NDC,C5,R10AFRICA,2074,0.0001
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-NDC,C5,R10ROWO,2074,0.0002
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-NDC,C5,R10REST_ASIA,2074,0.06202
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-NDC,C5,R10REF_ECON,2074,0.0001
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-NDC,C5,R10PAC_OECD,2074,0.00468
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-NDC,C5,R10NORTH_AM,2074,0.0001
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-NDC,C5,R10MIDDLE_EAST,2074,0.0001
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-NDC,C5,R10LATIN_AM,2074,0.0001
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-NDC,C5,R10INDIA+,2074,0.05556
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-NDC,C5,R10EUROPE,2074,0.0001
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV,C5,R10NORTH_AM,2056,0.0001
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV,C5,R10MIDDLE_EAST,2056,0.00018
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV,C5,R10LATIN_AM,2056,0.00036
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV,C5,R10INDIA+,2056,1.01854
REMIND 2.1,R2p1_SSP1-NDC,C5,R10ROWO,2085,0.0002
REMIND 2.1,R2p1_SSP2-NDC,C5,R10AFRICA,2085,0.0001
REMIND 2.1,R2p1_SSP2-NDC,C5,R10CHINA+,2085,0.0001
REMIND 2.1,R2p1_SSP2-NDC,C5,R10EUROPE,2085,0.0001
REMIND 2.1,R2p1_SSP2-NDC,C5,R10INDIA+,2085,0.07300000000000001
REMIND 2.1,R2p1_SSP2-NDC,C5,R10LATIN_AM,2085,0.0001
REMIND 2.1,R2p1_SSP2-NDC,C5,R10MIDDLE_EAST,2085,0.0001
REMIND 2.1,R2p1_SSP2-NDC,C5,R10NORTH_AM,2085,0.0001
